id,Name,Date_string,Time_string,Event,Status,Latitude,Longitude,MaxiumWind,MinimumPressure,Date,sst,Lat,Long,oni_score,oni_flag
"AL012007","             ANDREA","20070506","1200","  "," EX","35.5","-74","35","1012","2007-05-06","22.99125","36","-74","-0.3","0"
"AL012007","             ANDREA","20070506","1800","  "," EX","35","-73","40","1009","2007-05-06","21.80625","35","-73","-0.3","0"
"AL012007","             ANDREA","20070507","0","  "," EX","34.3","-71.7","50","1005","2007-05-07","21.414999","34","-72","-0.3","0"
"AL012007","             ANDREA","20070507","600","  "," EX","33.3","-72.3","65","998","2007-05-07","20.699999","33","-72","-0.3","0"
"AL012007","             ANDREA","20070507","1200","  "," EX","32.3","-73.1","65","998","2007-05-07","20.180624","32","-73","-0.3","0"
"AL012007","             ANDREA","20070507","1800","  "," EX","31.5","-74","65","998","2007-05-07","21.098125","32","-74","-0.3","0"
"AL012007","             ANDREA","20070508","0","  "," EX","31","-74.9","55","1000","2007-05-08","21.783125","31","-75","-0.3","0"
"AL012007","             ANDREA","20070508","600","  "," EX","30.7","-76","50","1001","2007-05-08","21.114374","31","-76","-0.3","0"
"AL012007","             ANDREA","20070508","1200","  "," EX","30.4","-77.2","50","1001","2007-05-08","23.751875","30","-77","-0.3","0"
"AL012007","             ANDREA","20070508","1800","  "," EX","30.4","-77.9","50","1001","2007-05-08","24.596874","30","-78","-0.3","0"
"AL012007","             ANDREA","20070509","0","  "," EX","30.6","-78.3","50","1001","2007-05-09","24.566875","31","-78","-0.3","0"
"AL012007","             ANDREA","20070509","600","  "," SS","30.8","-78.7","50","1001","2007-05-09","25.1425","31","-79","-0.3","0"
"AL012007","             ANDREA","20070509","1200","  "," SS","30.9","-79.2","45","1003","2007-05-09","25.1425","31","-79","-0.3","0"
"AL012007","             ANDREA","20070509","1800","  "," SS","30.9","-79.6","40","1003","2007-05-09","24.14375","31","-80","-0.3","0"
"AL012007","             ANDREA","20070510","0","  "," SS","30.7","-79.8","40","1003","2007-05-10","24.551874","31","-80","-0.3","0"
"AL012007","             ANDREA","20070510","600","  "," SS","30.5","-79.9","35","1003","2007-05-10","24.550625","30","-80","-0.3","0"
"AL012007","             ANDREA","20070510","1200","  "," SD","30.1","-79.9","30","1003","2007-05-10","24.550625","30","-80","-0.3","0"
"AL012007","             ANDREA","20070510","1800","  "," SD","29.7","-79.8","30","1003","2007-05-10","24.550625","30","-80","-0.3","0"
"AL012007","             ANDREA","20070511","0","  "," SD","29.4","-79.8","30","1004","2007-05-11","25.555624","29","-80","-0.3","0"
"AL012007","             ANDREA","20070511","600","  "," LO","29.1","-79.8","30","1004","2007-05-11","25.555624","29","-80","-0.3","0"
"AL012007","             ANDREA","20070511","1200","  "," LO","28.8","-79.7","25","1005","2007-05-11","25.555624","29","-80","-0.3","0"
"AL012007","             ANDREA","20070511","1800","  "," LO","28.5","-79.5","25","1005","2007-05-11","25.882666","28","-80","-0.3","0"
"AL012007","             ANDREA","20070512","0","  "," LO","28.5","-79.1","25","1006","2007-05-12","25.689375","28","-79","-0.3","0"
"AL012007","             ANDREA","20070512","600","  "," LO","28.8","-78.8","25","1006","2007-05-12","24.82375","29","-79","-0.3","0"
"AL012007","             ANDREA","20070512","1200","  "," LO","29.1","-78.5","25","1006","2007-05-12","23.83375","29","-78","-0.3","0"
"AL012007","             ANDREA","20070512","1800","  "," LO","29.4","-78","25","1006","2007-05-12","23.83375","29","-78","-0.3","0"
"AL012007","             ANDREA","20070513","0","  "," LO","29.7","-77.2","25","1006","2007-05-13","24.043125","30","-77","-0.3","0"
"AL012007","             ANDREA","20070513","600","  "," LO","30.1","-76","25","1006","2007-05-13","23.66375","30","-76","-0.3","0"
"AL012007","             ANDREA","20070513","1200","  "," LO","30.8","-74.2","25","1007","2007-05-13","22.930624","31","-74","-0.3","0"
"AL012007","             ANDREA","20070513","1800","  "," LO","31.4","-71.9","25","1007","2007-05-13","23.054375","31","-72","-0.3","0"
"AL012007","             ANDREA","20070514","0","  "," LO","31.8","-69.4","25","1007","2007-05-14","21.480625","32","-69","-0.3","0"
"AL022007","              BARRY","20070531","0","  "," LO","18.1","-87","25","1008","2007-05-31","29.53125","18","-87","-0.3","0"
"AL022007","              BARRY","20070531","600","  "," LO","18.7","-86.9","25","1007","2007-05-31","29.108124","19","-87","-0.3","0"
"AL022007","              BARRY","20070531","1200","  "," LO","19.1","-86.8","25","1006","2007-05-31","29.108124","19","-87","-0.3","0"
"AL022007","              BARRY","20070531","1800","  "," LO","19.6","-86.6","25","1005","2007-05-31","28.879333","20","-87","-0.3","0"
"AL022007","              BARRY","20070601","0","  "," LO","20.1","-86","25","1005","2007-06-01","28.960625","20","-86","-0.4","0"
"AL022007","              BARRY","20070601","600","  "," LO","21.2","-85.8","25","1005","2007-06-01","28.53125","21","-86","-0.4","0"
"AL022007","              BARRY","20070601","1200","  "," TD","22.3","-85.8","30","1004","2007-06-01","28.316874","22","-86","-0.4","0"
"AL022007","              BARRY","20070601","1800","  "," TS","23.6","-85.7","40","1000","2007-06-01","26.800625","24","-86","-0.4","0"
"AL022007","              BARRY","20070602","0","  "," TS","24.3","-85.2","50","997","2007-06-02","26.746874","24","-85","-0.4","0"
"AL022007","              BARRY","20070602","600","  "," TS","25.1","-84.6","45","998","2007-06-02","25.833124","25","-85","-0.4","0"
"AL022007","              BARRY","20070602","1200","  "," TS","27","-83.2","40","1000","2007-06-02","24.9425","27","-83","-0.4","0"
"AL022007","              BARRY","20070602","1400"," L"," TD","27.5","-82.7","30","1000","2007-06-02","24.396923","28","-83","-0.4","0"
"AL022007","              BARRY","20070602","1800","  "," TD","29.7","-82.1","30","1001","2007-06-02","","30","-82","-0.4","0"
"AL022007","              BARRY","20070603","0","  "," EX","31.4","-81.4","35","997","2007-06-03","24.511333","31","-81","-0.4","0"
"AL022007","              BARRY","20070603","600","  "," EX","32.1","-81","40","994","2007-06-03","24.365","32","-81","-0.4","0"
"AL022007","              BARRY","20070603","1200","  "," EX","32.8","-80","40","994","2007-06-03","24.3375","33","-80","-0.4","0"
"AL022007","              BARRY","20070603","1800","  "," EX","33.7","-78.4","40","994","2007-06-03","23.631817","34","-78","-0.4","0"
"AL022007","              BARRY","20070604","0","  "," EX","35.3","-76","40","992","2007-06-04","24.046667","35","-76","-0.4","0"
"AL022007","              BARRY","20070604","600","  "," EX","37.2","-74.6","40","990","2007-06-04","19.039375","37","-75","-0.4","0"
"AL022007","              BARRY","20070604","1200","  "," EX","39","-73.2","40","990","2007-06-04","16.955624","39","-73","-0.4","0"
"AL022007","              BARRY","20070604","1800","  "," EX","40.7","-72.1","35","991","2007-06-04","13.781538","41","-72","-0.4","0"
"AL022007","              BARRY","20070605","0","  "," EX","42.4","-70.8","35","992","2007-06-05","13.379999","42","-71","-0.4","0"
"AL022007","              BARRY","20070605","600","  "," EX","44.6","-69.5","30","992","2007-06-05","","45","-70","-0.4","0"
"AL022007","              BARRY","20070605","1200","  "," EX","47.5","-68.5","30","992","2007-06-05","","48","-68","-0.4","0"
"AL032007","            CHANTAL","20070731","0","  "," TD","35.5","-66.5","30","1007","2007-07-31","26.369373","36","-66","-0.6","-1"
"AL032007","            CHANTAL","20070731","600","  "," TS","37.1","-65.5","35","1004","2007-07-31","26.414999","37","-66","-0.6","-1"
"AL032007","            CHANTAL","20070731","1200","  "," TS","39.1","-64.2","45","999","2007-07-31","26.245625","39","-64","-0.6","-1"
"AL032007","            CHANTAL","20070731","1800","  "," TS","40.7","-62.3","45","999","2007-07-31","23.065624","41","-62","-0.6","-1"
"AL032007","            CHANTAL","20070801","0","  "," TS","42.5","-60","45","994","2007-08-01","20.945625","42","-60","-0.8","-1"
"AL032007","            CHANTAL","20070801","600","  "," EX","44","-57.5","45","992","2007-08-01","17.3675","44","-58","-0.8","-1"
"AL032007","            CHANTAL","20070801","1200","  "," EX","46","-54.5","55","990","2007-08-01","13.49625","46","-54","-0.8","-1"
"AL032007","            CHANTAL","20070801","1800","  "," EX","49","-49.5","60","988","2007-08-01","11.523125","49","-50","-0.8","-1"
"AL032007","            CHANTAL","20070802","0","  "," EX","53","-43","60","985","2007-08-02","10.546249","53","-43","-0.8","-1"
"AL032007","            CHANTAL","20070802","600","  "," EX","55.5","-38.5","50","975","2007-08-02","10.3625","56","-38","-0.8","-1"
"AL032007","            CHANTAL","20070802","1200","  "," EX","57.5","-35.4","50","970","2007-08-02","9.753124","58","-35","-0.8","-1"
"AL032007","            CHANTAL","20070802","1800","  "," EX","58.6","-33.9","55","967","2007-08-02","11.0356245","59","-34","-0.8","-1"
"AL032007","            CHANTAL","20070803","0","  "," EX","58.9","-32.1","60","964","2007-08-03","11.5175","59","-32","-0.8","-1"
"AL032007","            CHANTAL","20070803","600","  "," EX","58.9","-30.4","60","964","2007-08-03","11.1475","59","-30","-0.8","-1"
"AL032007","            CHANTAL","20070803","1200","  "," EX","58.9","-28","60","964","2007-08-03","11.8793745","59","-28","-0.8","-1"
"AL032007","            CHANTAL","20070803","1800","  "," EX","58.9","-25.2","55","967","2007-08-03","12.57","59","-25","-0.8","-1"
"AL032007","            CHANTAL","20070804","0","  "," EX","59.1","-22.6","55","967","2007-08-04","13.299999","59","-23","-0.8","-1"
"AL032007","            CHANTAL","20070804","600","  "," EX","59.5","-19.1","50","970","2007-08-04","12.574375","60","-19","-0.8","-1"
"AL032007","            CHANTAL","20070804","1200","  "," EX","60.7","-16.3","50","975","2007-08-04","12.3425","61","-16","-0.8","-1"
"AL032007","            CHANTAL","20070804","1800","  "," EX","61.7","-14","45","978","2007-08-04","11.250625","62","-14","-0.8","-1"
"AL032007","            CHANTAL","20070805","0","  "," EX","62.7","-12","45","980","2007-08-05","10.578125","63","-12","-0.8","-1"
"AL032007","            CHANTAL","20070805","600","  "," EX","64","-9.5","45","982","2007-08-05","9.34","64","-10","-0.8","-1"
"AL032007","            CHANTAL","20070805","1200","  "," EX","66","-7","35","985","2007-08-05","8.398125","66","-7","-0.8","-1"
"AL042007","               DEAN","20070813","600","  "," TD","12.2","-28.9","30","1006","2007-08-13","27.334373","12","-29","-0.8","-1"
"AL042007","               DEAN","20070813","1200","  "," TD","12.1","-30.7","30","1005","2007-08-13","27.314999","12","-31","-0.8","-1"
"AL042007","               DEAN","20070813","1800","  "," TD","12","-32.4","30","1005","2007-08-13","27.32625","12","-32","-0.8","-1"
"AL042007","               DEAN","20070814","0","  "," TD","11.9","-34.5","30","1005","2007-08-14","27.002499","12","-34","-0.8","-1"
"AL042007","               DEAN","20070814","600","  "," TD","11.8","-36.5","30","1005","2007-08-14","26.90375","12","-36","-0.8","-1"
"AL042007","               DEAN","20070814","1200","  "," TS","11.8","-38.3","35","1004","2007-08-14","27.054998","12","-38","-0.8","-1"
"AL042007","               DEAN","20070814","1800","  "," TS","11.8","-40.1","40","1002","2007-08-14","26.908125","12","-40","-0.8","-1"
"AL042007","               DEAN","20070815","0","  "," TS","11.9","-41.7","50","997","2007-08-15","26.8725","12","-42","-0.8","-1"
"AL042007","               DEAN","20070815","600","  "," TS","12","-43.4","50","997","2007-08-15","27.082499","12","-43","-0.8","-1"
"AL042007","               DEAN","20070815","1200","  "," TS","12.3","-45.1","50","997","2007-08-15","27.228125","12","-45","-0.8","-1"
"AL042007","               DEAN","20070815","1800","  "," TS","12.8","-47","55","994","2007-08-15","27.014374","13","-47","-0.8","-1"
"AL042007","               DEAN","20070816","0","  "," TS","13","-49.2","60","991","2007-08-16","26.992498","13","-49","-0.8","-1"
"AL042007","               DEAN","20070816","600","  "," HU","13.2","-51.3","70","984","2007-08-16","27.633749","13","-51","-0.8","-1"
"AL042007","               DEAN","20070816","1200","  "," HU","13.5","-53.3","80","972","2007-08-16","27.7125","14","-53","-0.8","-1"
"AL042007","               DEAN","20070816","1800","  "," HU","13.8","-55.5","80","972","2007-08-16","28.301874","14","-56","-0.8","-1"
"AL042007","               DEAN","20070817","0","  "," HU","14","-57.7","80","976","2007-08-17","28.271873","14","-58","-0.8","-1"
"AL042007","               DEAN","20070817","600","  "," HU","14.2","-59.8","80","975","2007-08-17","28.07375","14","-60","-0.8","-1"
"AL042007","               DEAN","20070817","1200","  "," HU","14.4","-61.7","90","967","2007-08-17","28.2725","14","-62","-0.8","-1"
"AL042007","               DEAN","20070817","1800","  "," HU","14.8","-63.5","110","961","2007-08-17","28.353125","15","-64","-0.8","-1"
"AL042007","               DEAN","20070818","0","  "," HU","14.9","-65.1","125","944","2007-08-18","28.225","15","-65","-0.8","-1"
"AL042007","               DEAN","20070818","600","  "," HU","15","-66.6","145","929","2007-08-18","28.193125","15","-67","-0.8","-1"
"AL042007","               DEAN","20070818","1200","  "," HU","15.4","-68","145","923","2007-08-18","28.131874","15","-68","-0.8","-1"
"AL042007","               DEAN","20070818","1800","  "," HU","15.9","-69.5","130","930","2007-08-18","28.3975","16","-70","-0.8","-1"
"AL042007","               DEAN","20070819","0","  "," HU","16.1","-71","120","920","2007-08-19","28.547499","16","-71","-0.8","-1"
"AL042007","               DEAN","20070819","600","  "," HU","16.4","-72.6","120","921","2007-08-19","28.236874","16","-73","-0.8","-1"
"AL042007","               DEAN","20070819","1200","  "," HU","16.8","-74.3","125","923","2007-08-19","28.516874","17","-74","-0.8","-1"
"AL042007","               DEAN","20070819","1800","  "," HU","17.1","-76","125","930","2007-08-19","28.72375","17","-76","-0.8","-1"
"AL042007","               DEAN","20070820","0","  "," HU","17.5","-77.8","125","926","2007-08-20","29.337273","18","-78","-0.8","-1"
"AL042007","               DEAN","20070820","600","  "," HU","17.6","-79.8","130","926","2007-08-20","29.600624","18","-80","-0.8","-1"
"AL042007","               DEAN","20070820","1200","  "," HU","17.8","-81.5","130","926","2007-08-20","29.335","18","-82","-0.8","-1"
"AL042007","               DEAN","20070820","1800","  "," HU","18","-83.3","135","924","2007-08-20","29.475624","18","-83","-0.8","-1"
"AL042007","               DEAN","20070821","0","  "," HU","18.2","-85.1","145","914","2007-08-21","29.096874","18","-85","-0.8","-1"
"AL042007","               DEAN","20070821","600","  "," HU","18.6","-86.9","150","907","2007-08-21","29.186249","19","-87","-0.8","-1"
"AL042007","               DEAN","20070821","830"," L"," HU","18.7","-87.7","150","905","2007-08-21","29.603333","19","-88","-0.8","-1"
"AL042007","               DEAN","20070821","1200","  "," HU","18.9","-88.7","110","935","2007-08-21","","19","-89","-0.8","-1"
"AL042007","               DEAN","20070821","1800","  "," HU","19.2","-90.5","75","960","2007-08-21","","19","-90","-0.8","-1"
"AL042007","               DEAN","20070822","0","  "," HU","19.7","-92.2","65","979","2007-08-22","29.888124","20","-92","-0.8","-1"
"AL042007","               DEAN","20070822","600","  "," HU","20.1","-94","70","979","2007-08-22","30.008123","20","-94","-0.8","-1"
"AL042007","               DEAN","20070822","1200","  "," HU","20.5","-95.5","80","976","2007-08-22","30.158749","20","-96","-0.8","-1"
"AL042007","               DEAN","20070822","1630"," L"," HU","20.5","-97","85","974","2007-08-22","29.89","20","-97","-0.8","-1"
"AL042007","               DEAN","20070822","1800","  "," HU","20.5","-97.3","75","974","2007-08-22","29.89","20","-97","-0.8","-1"
"AL042007","               DEAN","20070823","0","  "," TD","20.5","-99","30","998","2007-08-23","","20","-99","-0.8","-1"
"AL052007","               ERIN","20070815","0","  "," TD","23.7","-90.7","25","1006","2007-08-15","29.888124","24","-91","-0.8","-1"
"AL052007","               ERIN","20070815","600","  "," TD","24.5","-91.8","25","1006","2007-08-15","29.865","24","-92","-0.8","-1"
"AL052007","               ERIN","20070815","1200","  "," TD","25.2","-92.9","30","1005","2007-08-15","30.18125","25","-93","-0.8","-1"
"AL052007","               ERIN","20070815","1800","  "," TS","25.8","-94","35","1004","2007-08-15","30.720625","26","-94","-0.8","-1"
"AL052007","               ERIN","20070816","0","  "," TS","26.3","-95.2","35","1003","2007-08-16","29.13875","26","-95","-0.8","-1"
"AL052007","               ERIN","20070816","600","  "," TS","27.2","-96.2","35","1005","2007-08-16","30.058125","27","-96","-0.8","-1"
"AL052007","               ERIN","20070816","1030"," L"," TD","28","-96.9","30","1006","2007-08-16","30.115713","28","-97","-0.8","-1"
"AL052007","               ERIN","20070816","1200","  "," TD","28.1","-97.1","30","1006","2007-08-16","30.115713","28","-97","-0.8","-1"
"AL052007","               ERIN","20070816","1800","  "," TD","28.8","-97.8","25","1006","2007-08-16","","29","-98","-0.8","-1"
"AL052007","               ERIN","20070817","0","  "," TD","29.4","-98.6","25","1006","2007-08-17","","29","-99","-0.8","-1"
"AL052007","               ERIN","20070817","600","  "," TD","30","-99.5","25","1007","2007-08-17","","30","-100","-0.8","-1"
"AL052007","               ERIN","20070817","1200","  "," LO","30.5","-100.6","20","1008","2007-08-17","","30","-101","-0.8","-1"
"AL052007","               ERIN","20070817","1800","  "," LO","31.1","-101.4","20","1008","2007-08-17","","31","-101","-0.8","-1"
"AL052007","               ERIN","20070818","0","  "," LO","31.8","-101.8","20","1008","2007-08-18","","32","-102","-0.8","-1"
"AL052007","               ERIN","20070818","600","  "," LO","32.5","-101.8","20","1008","2007-08-18","","32","-102","-0.8","-1"
"AL052007","               ERIN","20070818","1200","  "," LO","33.2","-101.5","20","1008","2007-08-18","","33","-102","-0.8","-1"
"AL052007","               ERIN","20070818","1800","  "," LO","34","-101","20","1007","2007-08-18","","34","-101","-0.8","-1"
"AL052007","               ERIN","20070819","0","  "," LO","34.8","-100.1","25","1004","2007-08-19","","35","-100","-0.8","-1"
"AL052007","               ERIN","20070819","600","  "," LO","35.6","-98.8","50","995","2007-08-19","","36","-99","-0.8","-1"
"AL052007","               ERIN","20070819","1200","  "," LO","35.6","-97.7","35","1002","2007-08-19","","36","-98","-0.8","-1"
"AL052007","               ERIN","20070819","1800","  "," LO","35.9","-96.5","20","1007","2007-08-19","","36","-96","-0.8","-1"
"AL062007","              FELIX","20070831","1200","  "," TD","11.5","-56.6","25","1009","2007-08-31","28.59375","12","-57","-0.8","-1"
"AL062007","              FELIX","20070831","1800","  "," TD","11.5","-58","30","1008","2007-08-31","28.663124","12","-58","-0.8","-1"
"AL062007","              FELIX","20070901","0","  "," TS","12.1","-59.4","35","1007","2007-09-01","28.703749","12","-59","-1.1","-1"
"AL062007","              FELIX","20070901","600","  "," TS","12.1","-61.1","40","1005","2007-09-01","28.93125","12","-61","-1.1","-1"
"AL062007","              FELIX","20070901","845"," L"," TS","12.1","-61.7","45","1001","2007-09-01","28.955624","12","-62","-1.1","-1"
"AL062007","              FELIX","20070901","1200","  "," TS","12.2","-62.8","50","1001","2007-09-01","29.20875","12","-63","-1.1","-1"
"AL062007","              FELIX","20070901","1800","  "," TS","12.4","-64.5","60","999","2007-09-01","28.520624","12","-64","-1.1","-1"
"AL062007","              FELIX","20070902","0","  "," HU","12.6","-66.1","65","992","2007-09-02","28.318748","13","-66","-1.1","-1"
"AL062007","              FELIX","20070902","600","  "," HU","12.7","-67.8","85","985","2007-09-02","28.4625","13","-68","-1.1","-1"
"AL062007","              FELIX","20070902","1200","  "," HU","13","-69.4","90","980","2007-09-02","28.949375","13","-69","-1.1","-1"
"AL062007","              FELIX","20070902","1800","  "," HU","13.4","-71.1","115","962","2007-09-02","28.49","13","-71","-1.1","-1"
"AL062007","              FELIX","20070903","0","  "," HU","13.8","-73","150","935","2007-09-03","28.809374","14","-73","-1.1","-1"
"AL062007","              FELIX","20070903","600","  "," HU","14","-75","150","930","2007-09-03","28.90375","14","-75","-1.1","-1"
"AL062007","              FELIX","20070903","700"," I"," HU","14","-75.3","150","929","2007-09-03","28.90375","14","-75","-1.1","-1"
"AL062007","              FELIX","20070903","1200","  "," HU","14.2","-76.9","140","937","2007-09-03","28.951874","14","-77","-1.1","-1"
"AL062007","              FELIX","20070903","1800","  "," HU","14.3","-78.7","115","951","2007-09-03","29.035624","14","-79","-1.1","-1"
"AL062007","              FELIX","20070904","0","  "," HU","14.4","-80.4","115","950","2007-09-04","28.92","14","-80","-1.1","-1"
"AL062007","              FELIX","20070904","600","  "," HU","14.3","-81.9","135","939","2007-09-04","29.455","14","-82","-1.1","-1"
"AL062007","              FELIX","20070904","1200"," L"," HU","14.3","-83.2","140","934","2007-09-04","29.494286","14","-83","-1.1","-1"
"AL062007","              FELIX","20070904","1800","  "," HU","14.3","-84.4","85","962","2007-09-04","","14","-84","-1.1","-1"
"AL062007","              FELIX","20070905","0","  "," TS","14.6","-85.4","50","982","2007-09-05","","15","-85","-1.1","-1"
"AL062007","              FELIX","20070905","600","  "," TD","15","-86.4","25","1004","2007-09-05","","15","-86","-1.1","-1"
"AL062007","              FELIX","20070905","1200","  "," LO","15.5","-87.3","20","1006","2007-09-05","29.606667","16","-87","-1.1","-1"
"AL062007","              FELIX","20070905","1800","  "," LO","16.1","-88.3","20","1007","2007-09-05","29.628181","16","-88","-1.1","-1"
"AL062007","              FELIX","20070906","0","  "," LO","16.5","-89.5","20","1007","2007-09-06","","16","-90","-1.1","-1"
"AL062007","              FELIX","20070906","600","  "," LO","16.7","-90.8","20","1007","2007-09-06","","17","-91","-1.1","-1"
"AL062007","              FELIX","20070906","1200","  "," LO","17.2","-92.4","20","1007","2007-09-06","","17","-92","-1.1","-1"
"AL062007","              FELIX","20070906","1800","  "," LO","17.7","-93.8","15","1010","2007-09-06","29.344","18","-94","-1.1","-1"
"AL072007","          GABRIELLE","20070908","0","  "," SS","30.1","-71.8","40","1011","2007-09-08","27.845625","30","-72","-1.1","-1"
"AL072007","          GABRIELLE","20070908","600","  "," SS","30.5","-72.8","40","1010","2007-09-08","28.38875","30","-73","-1.1","-1"
"AL072007","          GABRIELLE","20070908","1200","  "," SS","31.1","-73.8","35","1010","2007-09-08","28.350624","31","-74","-1.1","-1"
"AL072007","          GABRIELLE","20070908","1800","  "," TS","31.8","-74.6","35","1009","2007-09-08","28.128124","32","-75","-1.1","-1"
"AL072007","          GABRIELLE","20070909","0","  "," TS","32.6","-75.4","40","1007","2007-09-09","27.895","33","-75","-1.1","-1"
"AL072007","          GABRIELLE","20070909","600","  "," TS","33.5","-76","45","1004","2007-09-09","28.665625","34","-76","-1.1","-1"
"AL072007","          GABRIELLE","20070909","1200","  "," TS","34.3","-76.4","50","1004","2007-09-09","28.665625","34","-76","-1.1","-1"
"AL072007","          GABRIELLE","20070909","1530"," L"," TS","34.8","-76.4","50","1005","2007-09-09","27.376","35","-76","-1.1","-1"
"AL072007","          GABRIELLE","20070909","1800","  "," TS","35.2","-76.3","45","1006","2007-09-09","27.376","35","-76","-1.1","-1"
"AL072007","          GABRIELLE","20070910","0","  "," TS","36","-75.8","40","1007","2007-09-10","26.279999","36","-76","-1.1","-1"
"AL072007","          GABRIELLE","20070910","600","  "," TD","36.7","-75","30","1008","2007-09-10","24.99375","37","-75","-1.1","-1"
"AL072007","          GABRIELLE","20070910","1200","  "," TD","37.1","-73.8","30","1009","2007-09-10","25.540625","37","-74","-1.1","-1"
"AL072007","          GABRIELLE","20070910","1800","  "," TD","37.5","-72","30","1010","2007-09-10","25.979374","38","-72","-1.1","-1"
"AL072007","          GABRIELLE","20070911","0","  "," TD","37.9","-70","30","1010","2007-09-11","26.306875","38","-70","-1.1","-1"
"AL072007","          GABRIELLE","20070911","600","  "," TD","38.4","-68","30","1010","2007-09-11","24.530624","38","-68","-1.1","-1"
"AL082007","             INGRID","20070912","600","  "," TD","13","-43.6","25","1009","2007-09-12","27.651249","13","-44","-1.1","-1"
"AL082007","             INGRID","20070912","1200","  "," TD","13","-44.3","30","1008","2007-09-12","27.651249","13","-44","-1.1","-1"
"AL082007","             INGRID","20070912","1800","  "," TD","13.1","-45.1","30","1007","2007-09-12","27.535","13","-45","-1.1","-1"
"AL082007","             INGRID","20070913","0","  "," TD","13.4","-45.9","30","1006","2007-09-13","27.578125","13","-46","-1.1","-1"
"AL082007","             INGRID","20070913","600","  "," TS","13.7","-46.7","35","1005","2007-09-13","27.799374","14","-47","-1.1","-1"
"AL082007","             INGRID","20070913","1200","  "," TS","14.1","-47.5","35","1005","2007-09-13","28.03125","14","-48","-1.1","-1"
"AL082007","             INGRID","20070913","1800","  "," TS","14.4","-48.1","35","1004","2007-09-13","28.03125","14","-48","-1.1","-1"
"AL082007","             INGRID","20070914","0","  "," TS","14.7","-48.6","35","1002","2007-09-14","27.982498","15","-49","-1.1","-1"
"AL082007","             INGRID","20070914","600","  "," TS","15","-49.3","35","1003","2007-09-14","27.982498","15","-49","-1.1","-1"
"AL082007","             INGRID","20070914","1200","  "," TS","15.3","-49.9","40","1004","2007-09-14","28.047499","15","-50","-1.1","-1"
"AL082007","             INGRID","20070914","1800","  "," TS","15.6","-50.5","40","1004","2007-09-14","28.129374","16","-50","-1.1","-1"
"AL082007","             INGRID","20070915","0","  "," TS","15.9","-51.2","35","1005","2007-09-15","28.22","16","-51","-1.1","-1"
"AL082007","             INGRID","20070915","600","  "," TS","16.2","-52.2","35","1005","2007-09-15","28.263124","16","-52","-1.1","-1"
"AL082007","             INGRID","20070915","1200","  "," TS","16.3","-53.3","35","1005","2007-09-15","28.256248","16","-53","-1.1","-1"
"AL082007","             INGRID","20070915","1800","  "," TD","16.5","-54.4","30","1006","2007-09-15","28.510624","16","-54","-1.1","-1"
"AL082007","             INGRID","20070916","0","  "," TD","16.7","-55.4","30","1006","2007-09-16","28.370625","17","-55","-1.1","-1"
"AL082007","             INGRID","20070916","600","  "," TD","16.9","-56.3","30","1006","2007-09-16","28.568125","17","-56","-1.1","-1"
"AL082007","             INGRID","20070916","1200","  "," TD","17.1","-57.2","30","1006","2007-09-16","28.578749","17","-57","-1.1","-1"
"AL082007","             INGRID","20070916","1800","  "," TD","17.2","-58.1","30","1007","2007-09-16","28.509375","17","-58","-1.1","-1"
"AL082007","             INGRID","20070917","0","  "," TD","17.3","-59","25","1009","2007-09-17","28.713749","17","-59","-1.1","-1"
"AL082007","             INGRID","20070917","600","  "," LO","17.5","-59.9","25","1010","2007-09-17","28.755","18","-60","-1.1","-1"
"AL082007","             INGRID","20070917","1200","  "," LO","18","-60.6","25","1010","2007-09-17","28.89","18","-61","-1.1","-1"
"AL082007","             INGRID","20070917","1800","  "," LO","18.4","-61","25","1010","2007-09-17","28.89","18","-61","-1.1","-1"
"AL082007","             INGRID","20070918","0","  "," LO","18.8","-61.4","20","1011","2007-09-18","28.793749","19","-61","-1.1","-1"
"AL082007","             INGRID","20070918","600","  "," LO","19","-61.7","20","1011","2007-09-18","28.8475","19","-62","-1.1","-1"
"AL082007","             INGRID","20070918","1200","  "," LO","19.1","-62","20","1011","2007-09-18","28.8475","19","-62","-1.1","-1"
"AL092007","           HUMBERTO","20070912","600","  "," LO","27.3","-95","25","1009","2007-09-12","29.727499","27","-95","-1.1","-1"
"AL092007","           HUMBERTO","20070912","1200","  "," TS","27.8","-95.1","35","1006","2007-09-12","29.589375","28","-95","-1.1","-1"
"AL092007","           HUMBERTO","20070912","1800","  "," TS","28.3","-95","45","1001","2007-09-12","29.589375","28","-95","-1.1","-1"
"AL092007","           HUMBERTO","20070913","0","  "," TS","28.8","-94.8","55","997","2007-09-13","29.539999","29","-95","-1.1","-1"
"AL092007","           HUMBERTO","20070913","600","  "," HU","29.5","-94.4","80","985","2007-09-13","29.583332","30","-94","-1.1","-1"
"AL092007","           HUMBERTO","20070913","700"," L"," HU","29.6","-94.3","80","985","2007-09-13","29.583332","30","-94","-1.1","-1"
"AL092007","           HUMBERTO","20070913","1200","  "," HU","30.3","-93.6","65","989","2007-09-13","29.583332","30","-94","-1.1","-1"
"AL092007","           HUMBERTO","20070913","1800","  "," TS","31","-92.9","35","1000","2007-09-13","","31","-93","-1.1","-1"
"AL092007","           HUMBERTO","20070914","0","  "," TD","31.7","-92.3","25","1006","2007-09-14","","32","-92","-1.1","-1"
