id,Name,Date_string,Time_string,Event,Status,Latitude,Longitude,MaxiumWind,MinimumPressure,Date,sst,Lat,Long,oni_score,oni_flag
"AL162011","            OPHELIA","20110925","0","  "," TS","17.9","-58","40","1008","2011-09-25","28.330624","18","-58","-0.9","-1"
"AL162011","            OPHELIA","20110925","600","  "," TS","18.2","-59","35","1008","2011-09-25","28.415625","18","-59","-0.9","-1"
"AL162011","            OPHELIA","20110925","1200","  "," LO","18.4","-59.8","30","1010","2011-09-25","28.46875","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110925","1800","  "," LO","18.6","-60.5","30","1012","2011-09-25","28.34125","19","-60","-0.9","-1"
"AL162011","            OPHELIA","20110926","0","  "," DB","18.5","-60.8","25","1012","2011-09-26","28.369999","18","-61","-0.9","-1"
"AL162011","            OPHELIA","20110926","600","  "," DB","18.3","-60.7","25","1012","2011-09-26","28.369999","18","-61","-0.9","-1"
"AL162011","            OPHELIA","20110926","1200","  "," DB","18","-60.5","25","1012","2011-09-26","28.49125","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110926","1800","  "," DB","17.8","-60.2","25","1012","2011-09-26","28.49125","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110927","0","  "," DB","17.6","-59.9","25","1012","2011-09-27","28.526249","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110927","600","  "," DB","17.6","-59.5","25","1012","2011-09-27","28.526249","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110927","1200","  "," TD","17.8","-59.3","25","1010","2011-09-27","28.444374","18","-59","-0.9","-1"
"AL162011","            OPHELIA","20110927","1800","  "," TD","18","-59.4","25","1009","2011-09-27","28.444374","18","-59","-0.9","-1"
"AL162011","            OPHELIA","20110928","0","  "," TD","18.1","-59.5","30","1009","2011-09-28","28.5175","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110928","600","  "," TS","18.2","-59.6","40","1005","2011-09-28","28.5175","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110928","1200","  "," TS","18.4","-59.8","40","1001","2011-09-28","28.5175","18","-60","-0.9","-1"
"AL162011","            OPHELIA","20110928","1800","  "," TS","18.7","-60.1","45","1001","2011-09-28","28.018124","19","-60","-0.9","-1"
"AL162011","            OPHELIA","20110929","0","  "," TS","19.1","-60.5","50","995","2011-09-29","27.9725","19","-60","-0.9","-1"
"AL162011","            OPHELIA","20110929","600","  "," TS","19.6","-60.9","55","995","2011-09-29","27.74625","20","-61","-0.9","-1"
"AL162011","            OPHELIA","20110929","1200","  "," TS","20.2","-61.4","55","991","2011-09-29","27.74625","20","-61","-0.9","-1"
"AL162011","            OPHELIA","20110929","1800","  "," HU","21","-61.9","65","987","2011-09-29","27.760624","21","-62","-0.9","-1"
"AL162011","            OPHELIA","20110930","0","  "," HU","21.6","-62.3","70","982","2011-09-30","27.2825","22","-62","-0.9","-1"
"AL162011","            OPHELIA","20110930","600","  "," HU","22.4","-62.7","85","971","2011-09-30","27.730625","22","-63","-0.9","-1"
"AL162011","            OPHELIA","20110930","1200","  "," HU","23.4","-63","95","966","2011-09-30","27.945623","23","-63","-0.9","-1"
"AL162011","            OPHELIA","20110930","1800","  "," HU","24.6","-63.3","100","959","2011-09-30","27.195","25","-63","-0.9","-1"
"AL162011","            OPHELIA","20111001","0","  "," HU","25.9","-63.3","105","955","2011-10-01","26.793749","26","-63","-1.0","-1"
"AL162011","            OPHELIA","20111001","600","  "," HU","27.3","-63.2","105","951","2011-10-01","27.061874","27","-63","-1.0","-1"
"AL162011","            OPHELIA","20111001","1200","  "," HU","28.9","-63.1","105","948","2011-10-01","27.314999","29","-63","-1.0","-1"
"AL162011","            OPHELIA","20111001","1800","  "," HU","30.7","-62.9","110","946","2011-10-01","28.09375","31","-63","-1.0","-1"
"AL162011","            OPHELIA","20111002","0","  "," HU","32.8","-62.5","120","940","2011-10-02","27.55125","33","-62","-1.0","-1"
"AL162011","            OPHELIA","20111002","600","  "," HU","35","-62.1","110","945","2011-10-02","27.041874","35","-62","-1.0","-1"
"AL162011","            OPHELIA","20111002","1200","  "," HU","37.4","-61.6","105","951","2011-10-02","26.52875","37","-62","-1.0","-1"
"AL162011","            OPHELIA","20111002","1800","  "," HU","40.1","-60.8","90","960","2011-10-02","22.4825","40","-61","-1.0","-1"
"AL162011","            OPHELIA","20111003","0","  "," HU","42.8","-59.6","70","972","2011-10-03","16.929375","43","-60","-1.0","-1"
"AL162011","            OPHELIA","20111003","600","  "," TS","45.4","-57.6","60","980","2011-10-03","16.090624","45","-58","-1.0","-1"
"AL162011","            OPHELIA","20111003","1000"," S"," EX","46.9","-55.4","60","990","2011-10-03","12.887273","47","-55","-1.0","-1"
"AL162011","            OPHELIA","20111003","1200","  "," EX","47.4","-54","50","994","2011-10-03","11.559999","47","-54","-1.0","-1"
"AL162011","            OPHELIA","20111003","1800","  "," EX","48.9","-49.2","45","994","2011-10-03","9.210625","49","-49","-1.0","-1"
"AL162011","            OPHELIA","20111004","0","  "," EX","49.9","-43.6","40","994","2011-10-04","12.086249","50","-44","-1.0","-1"
"AL162011","            OPHELIA","20111004","600","  "," EX","50.6","-37.8","40","996","2011-10-04","11.759999","51","-38","-1.0","-1"
"AL162011","            OPHELIA","20111004","1200","  "," EX","51.3","-31.9","40","996","2011-10-04","12.726874","51","-32","-1.0","-1"
"AL172011","           PHILIPPE","20110923","0","  "," LO","8.3","-17.5","20","1010","2011-09-23","27.413124","8","-18","-0.9","-1"
"AL172011","           PHILIPPE","20110923","600","  "," LO","8.6","-19.1","20","1010","2011-09-23","27.979374","9","-19","-0.9","-1"
"AL172011","           PHILIPPE","20110923","1200","  "," LO","9","-20.6","25","1010","2011-09-23","27.89625","9","-21","-0.9","-1"
"AL172011","           PHILIPPE","20110923","1800","  "," LO","9.5","-22","25","1009","2011-09-23","28.16625","10","-22","-0.9","-1"
"AL172011","           PHILIPPE","20110924","0","  "," LO","10.4","-23.3","30","1008","2011-09-24","27.966875","10","-23","-0.9","-1"
"AL172011","           PHILIPPE","20110924","600","  "," TD","11","-24.7","30","1007","2011-09-24","28.034374","11","-25","-0.9","-1"
"AL172011","           PHILIPPE","20110924","1200","  "," TS","11.1","-26.1","35","1006","2011-09-24","27.8375","11","-26","-0.9","-1"
"AL172011","           PHILIPPE","20110924","1800","  "," TS","11.2","-27.3","35","1006","2011-09-24","27.7125","11","-27","-0.9","-1"
"AL172011","           PHILIPPE","20110925","0","  "," TS","11.5","-28.4","35","1006","2011-09-25","27.760624","12","-28","-0.9","-1"
"AL172011","           PHILIPPE","20110925","600","  "," TS","12.1","-29.4","40","1006","2011-09-25","27.939999","12","-29","-0.9","-1"
"AL172011","           PHILIPPE","20110925","1200","  "," TS","12.7","-30.3","40","1006","2011-09-25","27.668125","13","-30","-0.9","-1"
"AL172011","           PHILIPPE","20110925","1800","  "," TS","13.2","-31.2","45","1005","2011-09-25","27.576874","13","-31","-0.9","-1"
"AL172011","           PHILIPPE","20110926","0","  "," TS","13.8","-32.1","45","1005","2011-09-26","27.371874","14","-32","-0.9","-1"
"AL172011","           PHILIPPE","20110926","600","  "," TS","14.4","-33","45","1004","2011-09-26","27.085625","14","-33","-0.9","-1"
"AL172011","           PHILIPPE","20110926","1200","  "," TS","14.9","-33.6","50","1003","2011-09-26","27.002499","15","-34","-0.9","-1"
"AL172011","           PHILIPPE","20110926","1800","  "," TS","15.3","-34.1","50","1003","2011-09-26","27.002499","15","-34","-0.9","-1"
"AL172011","           PHILIPPE","20110927","0","  "," TS","15.4","-34.4","45","1004","2011-09-27","27.189375","15","-34","-0.9","-1"
"AL172011","           PHILIPPE","20110927","600","  "," TS","15.5","-34.7","45","1004","2011-09-27","27.031874","16","-35","-0.9","-1"
"AL172011","           PHILIPPE","20110927","1200","  "," TS","15.6","-35.2","40","1005","2011-09-27","27.031874","16","-35","-0.9","-1"
"AL172011","           PHILIPPE","20110927","1800","  "," TS","15.7","-35.8","35","1006","2011-09-27","26.849375","16","-36","-0.9","-1"
"AL172011","           PHILIPPE","20110928","0","  "," TD","15.8","-36.6","30","1007","2011-09-28","26.955624","16","-37","-0.9","-1"
"AL172011","           PHILIPPE","20110928","600","  "," TD","16","-37.4","30","1007","2011-09-28","26.955624","16","-37","-0.9","-1"
"AL172011","           PHILIPPE","20110928","1200","  "," TS","16.2","-38.4","35","1006","2011-09-28","26.869999","16","-38","-0.9","-1"
"AL172011","           PHILIPPE","20110928","1800","  "," TS","16.6","-39.4","40","1005","2011-09-28","27.119375","17","-39","-0.9","-1"
"AL172011","           PHILIPPE","20110929","0","  "," TS","17.1","-40.5","40","1005","2011-09-29","27.048124","17","-40","-0.9","-1"
"AL172011","           PHILIPPE","20110929","600","  "," TS","17.8","-41.5","45","1004","2011-09-29","27.22375","18","-42","-0.9","-1"
"AL172011","           PHILIPPE","20110929","1200","  "," TS","18.7","-42.3","45","1004","2011-09-29","27.226875","19","-42","-0.9","-1"
"AL172011","           PHILIPPE","20110929","1800","  "," TS","19.7","-43","45","1005","2011-09-29","27.21875","20","-43","-0.9","-1"
"AL172011","           PHILIPPE","20110930","0","  "," TS","20.7","-43.6","40","1007","2011-09-30","27.154999","21","-44","-0.9","-1"
"AL172011","           PHILIPPE","20110930","600","  "," TS","21.7","-44.2","40","1007","2011-09-30","27.686249","22","-44","-0.9","-1"
"AL172011","           PHILIPPE","20110930","1200","  "," TS","22.5","-44.8","45","1006","2011-09-30","27.971874","22","-45","-0.9","-1"
"AL172011","           PHILIPPE","20110930","1800","  "," TS","23.2","-45.6","45","1005","2011-09-30","27.8725","23","-46","-0.9","-1"
"AL172011","           PHILIPPE","20111001","0","  "," TS","23.8","-46.3","50","1003","2011-10-01","27.967499","24","-46","-1.0","-1"
"AL172011","           PHILIPPE","20111001","600","  "," TS","24.1","-47","55","999","2011-10-01","27.785625","24","-47","-1.0","-1"
"AL172011","           PHILIPPE","20111001","1200","  "," TS","24.4","-47.6","60","997","2011-10-01","27.915625","24","-48","-1.0","-1"
"AL172011","           PHILIPPE","20111001","1800","  "," TS","24.8","-48.4","60","995","2011-10-01","27.904373","25","-48","-1.0","-1"
"AL172011","           PHILIPPE","20111002","0","  "," TS","25.2","-49.3","60","993","2011-10-02","27.105625","25","-49","-1.0","-1"
"AL172011","           PHILIPPE","20111002","600","  "," TS","25.8","-50.3","50","998","2011-10-02","27.199999","26","-50","-1.0","-1"
"AL172011","           PHILIPPE","20111002","1200","  "," TS","26.2","-51.2","40","1004","2011-10-02","27.97375","26","-51","-1.0","-1"
"AL172011","           PHILIPPE","20111002","1800","  "," TS","26.3","-52.3","40","1004","2011-10-02","28.524374","26","-52","-1.0","-1"
"AL172011","           PHILIPPE","20111003","0","  "," TS","26.2","-53.2","45","1004","2011-10-03","27.7925","26","-53","-1.0","-1"
"AL172011","           PHILIPPE","20111003","600","  "," TS","25.6","-54","50","1001","2011-10-03","27.644375","26","-54","-1.0","-1"
"AL172011","           PHILIPPE","20111003","1200","  "," TS","24.9","-54.8","55","998","2011-10-03","26.45125","25","-55","-1.0","-1"
"AL172011","           PHILIPPE","20111003","1800","  "," TS","24.3","-55.6","60","995","2011-10-03","27.290625","24","-56","-1.0","-1"
"AL172011","           PHILIPPE","20111004","0","  "," HU","23.8","-56.6","65","992","2011-10-04","27.932499","24","-57","-1.0","-1"
"AL172011","           PHILIPPE","20111004","600","  "," HU","23.7","-57.7","65","992","2011-10-04","27.754374","24","-58","-1.0","-1"
"AL172011","           PHILIPPE","20111004","1200","  "," TS","23.8","-58.7","60","993","2011-10-04","27.491875","24","-59","-1.0","-1"
"AL172011","           PHILIPPE","20111004","1800","  "," TS","24","-59.6","60","994","2011-10-04","27.558125","24","-60","-1.0","-1"
"AL172011","           PHILIPPE","20111005","0","  "," TS","24.3","-60.2","60","994","2011-10-05","27.535","24","-60","-1.0","-1"
"AL172011","           PHILIPPE","20111005","600","  "," TS","24.7","-60.7","60","994","2011-10-05","27.475","25","-61","-1.0","-1"
"AL172011","           PHILIPPE","20111005","1200","  "," TS","25.2","-61","55","995","2011-10-05","27.475","25","-61","-1.0","-1"
"AL172011","           PHILIPPE","20111005","1800","  "," TS","25.5","-61.1","55","995","2011-10-05","27.248125","26","-61","-1.0","-1"
"AL172011","           PHILIPPE","20111006","0","  "," TS","25.9","-61.1","60","992","2011-10-06","27.25","26","-61","-1.0","-1"
"AL172011","           PHILIPPE","20111006","600","  "," HU","26.5","-61","65","987","2011-10-06","27.25","26","-61","-1.0","-1"
"AL172011","           PHILIPPE","20111006","1200","  "," HU","27.4","-60.4","70","983","2011-10-06","27.561249","27","-60","-1.0","-1"
"AL172011","           PHILIPPE","20111006","1800","  "," HU","28.2","-59.7","80","977","2011-10-06","27.709375","28","-60","-1.0","-1"
"AL172011","           PHILIPPE","20111007","0","  "," HU","28.7","-58.8","80","976","2011-10-07","27.478125","29","-59","-1.0","-1"
"AL172011","           PHILIPPE","20111007","600","  "," HU","29","-57.7","80","976","2011-10-07","27.72","29","-58","-1.0","-1"
"AL172011","           PHILIPPE","20111007","1200","  "," HU","29.3","-56.5","80","977","2011-10-07","28.09","29","-56","-1.0","-1"
"AL172011","           PHILIPPE","20111007","1800","  "," HU","29.7","-55.1","70","981","2011-10-07","28.000624","30","-55","-1.0","-1"
"AL172011","           PHILIPPE","20111008","0","  "," HU","30.1","-53.5","65","986","2011-10-08","27.124374","30","-54","-1.0","-1"
"AL172011","           PHILIPPE","20111008","600","  "," TS","30.9","-51.4","60","987","2011-10-08","26.895","31","-51","-1.0","-1"
"AL172011","           PHILIPPE","20111008","1200","  "," TS","32.3","-48.7","60","987","2011-10-08","25.964375","32","-49","-1.0","-1"
"AL172011","           PHILIPPE","20111008","1800","  "," EX","34.4","-46","50","987","2011-10-08","25.658125","34","-46","-1.0","-1"
"AL172011","           PHILIPPE","20111009","0","  "," EX","37.5","-43.6","45","987","2011-10-09","23.721874","38","-44","-1.0","-1"
"AL182011","               RINA","20111022","0","  "," LO","12.7","-81","25","1007","2011-10-22","29.14375","13","-81","-1.0","-1"
"AL182011","               RINA","20111022","600","  "," LO","12.7","-81.2","25","1007","2011-10-22","29.14375","13","-81","-1.0","-1"
"AL182011","               RINA","20111022","1200","  "," LO","12.9","-81.4","25","1006","2011-10-22","29.14375","13","-81","-1.0","-1"
"AL182011","               RINA","20111022","1800","  "," LO","13.2","-81.4","25","1006","2011-10-22","29.14375","13","-81","-1.0","-1"
"AL182011","               RINA","20111023","0","  "," LO","13.6","-81.4","25","1006","2011-10-23","28.88625","14","-81","-1.0","-1"
"AL182011","               RINA","20111023","600","  "," TD","14.2","-81.4","25","1006","2011-10-23","28.88625","14","-81","-1.0","-1"
"AL182011","               RINA","20111023","1200","  "," TD","14.8","-81.5","25","1006","2011-10-23","28.983124","15","-82","-1.0","-1"
"AL182011","               RINA","20111023","1800","  "," TD","15.5","-81.7","30","1005","2011-10-23","29.205624","16","-82","-1.0","-1"
"AL182011","               RINA","20111024","0","  "," TS","16","-81.9","35","1004","2011-10-24","29.093124","16","-82","-1.0","-1"
"AL182011","               RINA","20111024","600","  "," TS","16.5","-82.2","40","1003","2011-10-24","29.093124","16","-82","-1.0","-1"
"AL182011","               RINA","20111024","1200","  "," TS","16.9","-82.6","50","1001","2011-10-24","29.3175","17","-83","-1.0","-1"
"AL182011","               RINA","20111024","1800","  "," HU","17.1","-83","65","991","2011-10-24","29.3175","17","-83","-1.0","-1"
"AL182011","               RINA","20111025","0","  "," HU","17.2","-83.2","75","982","2011-10-25","29.311249","17","-83","-1.0","-1"
"AL182011","               RINA","20111025","600","  "," HU","17.3","-83.5","90","976","2011-10-25","29.539373","17","-84","-1.0","-1"
"AL182011","               RINA","20111025","1200","  "," HU","17.3","-83.8","95","972","2011-10-25","29.539373","17","-84","-1.0","-1"
"AL182011","               RINA","20111025","1800","  "," HU","17.3","-84.2","100","971","2011-10-25","29.539373","17","-84","-1.0","-1"
"AL182011","               RINA","20111026","0","  "," HU","17.4","-84.6","100","966","2011-10-26","29.4725","17","-85","-1.0","-1"
"AL182011","               RINA","20111026","600","  "," HU","17.5","-85","100","969","2011-10-26","29.2325","18","-85","-1.0","-1"
"AL182011","               RINA","20111026","1200","  "," HU","17.7","-85.4","85","973","2011-10-26","29.2325","18","-85","-1.0","-1"
"AL182011","               RINA","20111026","1800","  "," HU","18","-85.8","80","976","2011-10-26","28.5275","18","-86","-1.0","-1"
"AL182011","               RINA","20111027","0","  "," HU","18.3","-86.3","80","978","2011-10-27","28.263124","18","-86","-1.0","-1"
"AL182011","               RINA","20111027","600","  "," HU","18.6","-86.7","65","987","2011-10-27","28.05375","19","-87","-1.0","-1"
"AL182011","               RINA","20111027","1200","  "," TS","19","-86.9","60","988","2011-10-27","28.05375","19","-87","-1.0","-1"
"AL182011","               RINA","20111027","1800","  "," TS","19.5","-87.1","60","991","2011-10-27","28.3","20","-87","-1.0","-1"
"AL182011","               RINA","20111028","0","  "," TS","20.2","-87.2","55","996","2011-10-28","27.990665","20","-87","-1.0","-1"
"AL182011","               RINA","20111028","200"," L"," TS","20.5","-87.2","50","996","2011-10-28","27.990665","20","-87","-1.0","-1"
"AL182011","               RINA","20111028","600","  "," TS","20.9","-87.1","50","998","2011-10-28","28.012857","21","-87","-1.0","-1"
"AL182011","               RINA","20111028","1200","  "," TS","21.4","-86.9","40","1002","2011-10-28","28.012857","21","-87","-1.0","-1"
"AL182011","               RINA","20111028","1800","  "," LO","21.7","-86.4","25","1007","2011-10-28","27.62125","22","-86","-1.0","-1"
"AL182011","               RINA","20111029","0","  "," LO","21.8","-85.3","20","1008","2011-10-29","27.979374","22","-85","-1.0","-1"
"AL182011","               RINA","20111029","600","  "," LO","21.5","-84.2","20","1008","2011-10-29","28.029165","22","-84","-1.0","-1"
"AL192011","               SEAN","20111106","0","  "," EX","28.5","-70","45","1005","2011-11-06","26.349998","28","-70","-1.1","-1"
"AL192011","               SEAN","20111106","600","  "," EX","28.5","-69.2","45","1005","2011-11-06","26.776875","28","-69","-1.1","-1"
"AL192011","               SEAN","20111106","1200","  "," EX","28.4","-68.8","45","1005","2011-11-06","26.776875","28","-69","-1.1","-1"
"AL192011","               SEAN","20111106","1800","  "," EX","28","-68.5","45","1005","2011-11-06","26.494999","28","-68","-1.1","-1"
"AL192011","               SEAN","20111107","0","  "," EX","27.9","-68.6","45","1005","2011-11-07","26.774374","28","-69","-1.1","-1"
"AL192011","               SEAN","20111107","600","  "," EX","27.7","-68.7","40","1005","2011-11-07","26.774374","28","-69","-1.1","-1"
"AL192011","               SEAN","20111107","1200","  "," EX","27.5","-69","40","1005","2011-11-07","26.774374","28","-69","-1.1","-1"
"AL192011","               SEAN","20111107","1800","  "," LO","27.6","-69.3","40","1004","2011-11-07","26.774374","28","-69","-1.1","-1"
"AL192011","               SEAN","20111108","0","  "," LO","27.6","-69.6","40","1002","2011-11-08","26.299374","28","-70","-1.1","-1"
"AL192011","               SEAN","20111108","600","  "," SS","27.7","-69.8","40","1001","2011-11-08","26.299374","28","-70","-1.1","-1"
"AL192011","               SEAN","20111108","1200","  "," SS","27.8","-70","45","1000","2011-11-08","26.299374","28","-70","-1.1","-1"
"AL192011","               SEAN","20111108","1800","  "," TS","27.8","-70","45","999","2011-11-08","26.299374","28","-70","-1.1","-1"
"AL192011","               SEAN","20111109","0","  "," TS","27.8","-70.1","45","999","2011-11-09","25.878124","28","-70","-1.1","-1"
"AL192011","               SEAN","20111109","600","  "," TS","27.8","-70.2","50","996","2011-11-09","25.878124","28","-70","-1.1","-1"
"AL192011","               SEAN","20111109","1200","  "," TS","27.9","-70.4","55","994","2011-11-09","25.878124","28","-70","-1.1","-1"
"AL192011","               SEAN","20111109","1800","  "," TS","28.3","-70.6","55","991","2011-11-09","25.31625","28","-71","-1.1","-1"
"AL192011","               SEAN","20111110","0","  "," TS","29","-70.7","55","987","2011-11-10","24.9825","29","-71","-1.1","-1"
"AL192011","               SEAN","20111110","600","  "," TS","29.7","-70.9","55","984","2011-11-10","24.481249","30","-71","-1.1","-1"
"AL192011","               SEAN","20111110","1200","  "," TS","30.2","-70.7","55","982","2011-11-10","24.481249","30","-71","-1.1","-1"
"AL192011","               SEAN","20111110","1800","  "," TS","30.5","-70","55","983","2011-11-10","24.504375","30","-70","-1.1","-1"
"AL192011","               SEAN","20111111","0","  "," TS","31","-69","55","984","2011-11-11","24.516249","31","-69","-1.1","-1"
"AL192011","               SEAN","20111111","600","  "," TS","32.2","-67.2","50","987","2011-11-11","24.528124","32","-67","-1.1","-1"
"AL192011","               SEAN","20111111","1200","  "," TS","33.4","-65.3","45","991","2011-11-11","24.22","33","-65","-1.1","-1"
"AL192011","               SEAN","20111111","1800","  "," TS","34.8","-62.6","40","995","2011-11-11","23.731249","35","-63","-1.1","-1"
"AL192011","               SEAN","20111112","0","  "," EX","35.9","-59.4","35","1000","2011-11-12","23.131248","36","-59","-1.1","-1"
"AL192011","               SEAN","20111112","600","  "," EX","38","-57.2","35","1000","2011-11-12","22.83125","38","-57","-1.1","-1"
"AL192011","               SEAN","20111112","1200","  "," EX","40","-55","35","1000","2011-11-12","19.859375","40","-55","-1.1","-1"
"AL192011","               SEAN","20111112","1800","  "," EX","42.5","-52.4","35","1000","2011-11-12","14.399375","42","-52","-1.1","-1"
"AL202011","            UNNAMED","20110831","1200","  "," LO","37.1","-64.3","25","1013","2011-08-31","28.016249","37","-64","-0.7","-1"
"AL202011","            UNNAMED","20110831","1800","  "," LO","37.1","-64.1","25","1013","2011-08-31","28.016249","37","-64","-0.7","-1"
"AL202011","            UNNAMED","20110901","0","  "," TD","37.3","-63.9","25","1011","2011-09-01","27.873749","37","-64","-0.9","-1"
"AL202011","            UNNAMED","20110901","600","  "," TD","37.4","-63.7","30","1008","2011-09-01","27.873749","37","-64","-0.9","-1"
"AL202011","            UNNAMED","20110901","1200","  "," TS","37.4","-63.7","40","1004","2011-09-01","27.873749","37","-64","-0.9","-1"
"AL202011","            UNNAMED","20110901","1800","  "," TS","37.4","-63.8","35","1005","2011-09-01","27.873749","37","-64","-0.9","-1"
"AL202011","            UNNAMED","20110902","0","  "," TS","37.5","-63.8","35","1005","2011-09-02","27.06625","38","-64","-0.9","-1"
"AL202011","            UNNAMED","20110902","600","  "," TS","37.8","-63.7","40","1002","2011-09-02","27.06625","38","-64","-0.9","-1"
"AL202011","            UNNAMED","20110902","1200","  "," TS","38","-62.8","40","1002","2011-09-02","26.726875","38","-63","-0.9","-1"
"AL202011","            UNNAMED","20110902","1800","  "," TS","39","-61.8","35","1003","2011-09-02","25.680624","39","-62","-0.9","-1"
"AL202011","            UNNAMED","20110903","0","  "," EX","40","-60.7","30","1004","2011-09-03","24.37875","40","-61","-0.9","-1"
"AL202011","            UNNAMED","20110903","600","  "," EX","41","-59.9","30","1004","2011-09-03","24.136875","41","-60","-0.9","-1"
"AL202011","            UNNAMED","20110903","1200","  "," EX","42","-59.2","30","1004","2011-09-03","22.688124","42","-59","-0.9","-1"
"AL202011","            UNNAMED","20110903","1800","  "," EX","42.4","-57.8","30","1004","2011-09-03","23.215","42","-58","-0.9","-1"
"AL012012","            ALBERTO","20120519","0","  "," LO","33.1","-77","25","1010","2012-05-19","25.55125","33","-77","-0.2","0"
"AL012012","            ALBERTO","20120519","600","  "," TD","32.8","-77.1","30","1008","2012-05-19","25.55125","33","-77","-0.2","0"
"AL012012","            ALBERTO","20120519","1200","  "," TS","32.5","-77.3","40","1005","2012-05-19","26.309374","32","-77","-0.2","0"
"AL012012","            ALBERTO","20120519","1800","  "," TS","32.3","-77.6","45","997","2012-05-19","26.39","32","-78","-0.2","0"
"AL012012","            ALBERTO","20120520","0","  "," TS","32.1","-78.1","50","995","2012-05-20","26.36875","32","-78","-0.2","0"
"AL012012","            ALBERTO","20120520","600","  "," TS","31.9","-78.7","45","998","2012-05-20","25.654375","32","-79","-0.2","0"
"AL012012","            ALBERTO","20120520","1200","  "," TS","31.5","-79.5","40","1000","2012-05-20","23.9125","32","-80","-0.2","0"
"AL012012","            ALBERTO","20120520","1800","  "," TS","31.1","-79.9","40","1005","2012-05-20","26.154999","31","-80","-0.2","0"
"AL012012","            ALBERTO","20120521","0","  "," TS","30.7","-80.1","35","1007","2012-05-21","25.953749","31","-80","-0.2","0"
"AL012012","            ALBERTO","20120521","600","  "," TS","30.4","-79.8","35","1007","2012-05-21","27.0825","30","-80","-0.2","0"
"AL012012","            ALBERTO","20120521","1200","  "," TS","30.4","-79.1","35","1007","2012-05-21","26.500624","30","-79","-0.2","0"
"AL012012","            ALBERTO","20120521","1800","  "," TS","30.5","-78.3","35","1006","2012-05-21","25.578749","30","-78","-0.2","0"
"AL012012","            ALBERTO","20120522","0","  "," TS","30.7","-77.1","35","1007","2012-05-22","25.80375","31","-77","-0.2","0"
"AL012012","            ALBERTO","20120522","600","  "," TS","31.5","-76.1","35","1007","2012-05-22","25.541874","32","-76","-0.2","0"
"AL012012","            ALBERTO","20120522","1200","  "," LO","32.5","-74.7","30","1008","2012-05-22","24.611874","32","-75","-0.2","0"
"AL012012","            ALBERTO","20120522","1800","  "," LO","33.4","-73.4","30","1008","2012-05-22","23.662498","33","-73","-0.2","0"
"AL012012","            ALBERTO","20120523","0","  "," LO","34.1","-71.9","25","1010","2012-05-23","22.846249","34","-72","-0.2","0"
"AL012012","            ALBERTO","20120523","600","  "," LO","34.9","-70.1","25","1011","2012-05-23","21.308125","35","-70","-0.2","0"
"AL012012","            ALBERTO","20120523","1200","  "," LO","35.5","-67.9","25","1012","2012-05-23","21.511875","36","-68","-0.2","0"
"AL012012","            ALBERTO","20120523","1800","  "," LO","35.9","-66","25","1012","2012-05-23","21.938124","36","-66","-0.2","0"
"AL022012","              BERYL","20120525","1200","  "," LO","30.1","-76.1","30","1010","2012-05-25","25.540625","30","-76","-0.2","0"
"AL022012","              BERYL","20120525","1800","  "," LO","31.1","-75.1","35","1006","2012-05-25","25.438126","31","-75","-0.2","0"
"AL022012","              BERYL","20120526","0","  "," SS","32.3","-75","40","1001","2012-05-26","25.20875","32","-75","-0.2","0"
"AL022012","              BERYL","20120526","600","  "," SS","32.4","-75.3","40","1001","2012-05-26","25.20875","32","-75","-0.2","0"
"AL022012","              BERYL","20120526","1200","  "," SS","32","-75.9","40","1000","2012-05-26","25.564375","32","-76","-0.2","0"
"AL022012","              BERYL","20120526","1800","  "," SS","31.5","-76.2","40","999","2012-05-26","25.564375","32","-76","-0.2","0"
"AL022012","              BERYL","20120527","0","  "," SS","31.1","-77","45","998","2012-05-27","25.69125","31","-77","-0.2","0"
"AL022012","              BERYL","20120527","600","  "," SS","30.7","-78","45","998","2012-05-27","26.801249","31","-78","-0.2","0"
"AL022012","              BERYL","20120527","1200","  "," SS","30.3","-78.9","50","998","2012-05-27","26.83375","30","-79","-0.2","0"
"AL022012","              BERYL","20120527","1800","  "," TS","30.1","-79.8","55","997","2012-05-27","27.239374","30","-80","-0.2","0"
"AL022012","              BERYL","20120527","2300"," I"," TS","30.1","-80.5","60","992","2012-05-27","27.239374","30","-80","-0.2","0"
"AL022012","              BERYL","20120528","0","  "," TS","30.1","-80.7","60","993","2012-05-28","25.485384","30","-81","-0.2","0"
"AL022012","              BERYL","20120528","410"," L"," TS","30.2","-81.4","55","994","2012-05-28","25.485384","30","-81","-0.2","0"
"AL022012","              BERYL","20120528","600","  "," TS","30.2","-81.7","50","996","2012-05-28","","30","-82","-0.2","0"
"AL022012","              BERYL","20120528","1200","  "," TD","30.4","-82.5","30","1000","2012-05-28","","30","-82","-0.2","0"
"AL022012","              BERYL","20120528","1800","  "," TD","30.5","-83","30","1003","2012-05-28","27.529999","30","-83","-0.2","0"
"AL022012","              BERYL","20120529","0","  "," TD","30.6","-83.2","25","1005","2012-05-29","","31","-83","-0.2","0"
